R_mean,R_std,R_min,R_max,R_entropy,G_mean,G_std,G_min,G_max,G_entropy,B_mean,B_std,B_min,B_max,B_entropy,image_entropy,image_height,image_width,Path
62.978125,36.99018085678561,14,166,6.640146142725066,62.22708333333333,38.95227442858405,15,165,6.60971467261166,63.87916666666667,41.32898981714356,14,169,6.587359836098545,6.590106102108592,30,32,img_000001.jpg
61.66521927920104,34.98121128384561,18,147,6.388761438417974,52.99261832392531,38.04140438344556,17,156,5.727465319366113,48.80112896222319,44.54686661059159,14,168,5.81501623055797,5.9760215309693905,47,49,img_000002.jpg
127.40580847723704,84.94176228681815,6,255,7.227270276064636,110.81985871271586,69.49528268312653,10,255,7.567161049360245,99.29160125588697,62.26385321908015,0,255,7.453179338759997,7.660790567117394,49,52,img_000003.jpg
29.11815301041195,17.854222859275723,9,81,5.209524167091248,26.722951561792666,17.947492026936704,11,84,5.0180096275156885,30.598913535536443,20.846619558850676,12,98,5.189415885393851,5.139343962504395,47,47,img_000004.jpg
79.6470588235294,41.9867749816106,23,255,6.629294808365393,97.83131487889273,35.81413605236999,60,250,6.0273329087846585,117.00692041522491,47.67947285822956,43,255,6.6287871641912535,6.077598470033804,34,34,img_000005.jpg
140.39389233954452,82.03208875729601,54,255,6.083632106624206,98.86438923395445,52.229548237554326,53,255,6.3466192345477825,100.05020703933748,53.464429313521045,41,255,6.320119716171256,6.633943967216218,42,46,img_000006.jpg
67.0678431372549,32.453630650618535,22,255,6.579471135915696,58.5956862745098,25.729392306282634,27,204,6.210025420703322,52.72705882352941,24.732102127866256,0,178,5.919474030567364,6.2910778694033604,50,51,img_000007.jpg
158.65448504983388,59.283446560784824,39,255,6.827914891630323,139.79022306597057,77.01479859086213,34,255,6.789209757411002,140.7313716184148,78.65207566446921,22,255,6.9293809028894895,6.855495925798436,49,43,img_000008.jpg
56.32893429828296,39.90147069293491,0,255,6.345647107102605,55.77266922094508,41.25049688343993,19,255,6.256829469955663,65.99148573861217,46.34315813084557,13,255,6.409439766735634,6.293748494465317,81,87,img_000009.jpg
60.307755102040815,28.04647711627795,25,141,6.328940010177868,55.31265306122449,25.33899558078218,25,143,6.1480005837291865,56.57469387755102,31.210299392533788,25,162,6.12835591284627,6.239620984573117,35,35,img_000010.jpg
14.120181405895691,2.340754501766013,9,22,3.1865707714326827,11.38851095993953,2.5545160115679106,7,19,3.153217090472867,13.485638699924413,2.9315028734380397,8,22,3.3465728728873145,3.1252179378728626,49,54,img_000011.jpg
164.85757042253522,73.76674287685836,11,255,6.699098214633753,158.4105633802817,81.18552324269177,19,255,6.859170112857497,160.58098591549296,77.39336228507283,18,255,6.9743232382003155,6.931381324121329,71,80,img_000012.jpg
34.63333333333333,15.292507761998804,10,99,5.485911482703987,30.65595238095238,13.644620876186897,12,93,5.199583663711116,35.55833333333333,16.769911465346368,14,116,5.546547955187514,5.221963752470723,30,28,img_000013.jpg
127.43888888888888,38.4817653627286,59,246,7.056286774244559,109.43111111111111,32.669842173697766,49,226,6.7308588540165255,103.96111111111111,36.53782878194551,49,240,6.762099340322616,6.706563881933454,30,30,img_000014.jpg
65.88849868305532,62.281338933878246,0,255,6.7068981954204,77.35381913959614,67.79933732163337,10,255,6.584947074907895,107.24956101843722,67.15888877055643,13,255,6.648048539357873,6.661777174433183,68,67,img_000015.jpg
48.38510638297873,20.356529390307912,10,162,6.195848654098201,47.16297872340426,22.196171599633985,13,153,6.262596611797168,56.07148936170213,27.356215908740587,10,173,6.586826492810842,6.2772519810813225,47,50,img_000016.jpg
22.15986394557823,8.060356163228015,5,43,4.614019039109182,18.675595238095237,8.506437117548526,8,44,4.4381718850944925,21.63732993197279,9.548917255997834,9,49,4.700442671181449,4.292790699572241,49,48,img_000017.jpg
17.772376543209877,9.0182364571177,7,45,4.319062652971106,16.037037037037038,9.953992243879881,7,46,4.019132234633476,19.445987654320987,12.227720326982839,6,61,4.399084580081383,4.174857965252477,36,36,img_000018.jpg
138.46940534329215,78.11991642371356,25,255,6.7432623799662466,154.37431772479172,66.85516093409167,42,255,6.546756657408678,191.78081011203676,81.3345659763144,9,255,5.336150051158516,6.715604775835505,59,59,img_000019.jpg
97.94173602853745,34.975643726186306,30,228,6.904951089770206,73.51159334126041,43.3008121093368,22,220,6.876441709138912,67.48602853745541,42.41060523252922,10,218,6.885606097998625,6.666027647373998,58,58,img_000020.jpg
165.7271739130435,60.13329867390061,35,255,6.462938827221136,161.87934782608696,46.77049199349735,57,255,6.569327959673675,180.78695652173914,49.235373500977104,55,255,6.486859105507568,6.667226065347328,40,46,img_000021.jpg
122.68253968253968,69.82241087370643,11,255,7.2084368809256905,117.16931216931216,68.59368066018193,20,255,6.97868472842232,123.88359788359789,78.31985494151866,1,255,7.028047350185768,6.957983664937388,28,27,img_000022.jpg
141.61615245009074,42.2945906100973,81,255,6.545534893784726,131.6385359951603,34.37989716759125,91,255,6.313778547662666,144.68874773139746,26.31561152598534,90,255,6.262610605708948,6.378105369825202,58,57,img_000023.jpg
198.6200119118523,62.28486292712668,28,255,4.624302893933203,183.46257693071271,79.92855927142044,46,255,4.6441317118894645,185.09807425054595,79.68902427498278,36,255,4.711442020512255,4.728049123564049,73,69,img_000024.jpg
27.859357696567,18.166241628750157,4,105,5.507724692723842,30.523255813953487,17.68038691706139,12,102,5.334812728294027,40.180509413067554,17.95779403261734,14,108,5.681888609581977,5.331746228960769,43,42,img_000025.jpg
56.20297619047619,16.015353219999174,17,106,5.631892303777481,48.98809523809524,15.767465031346644,22,98,5.349375738742073,47.308928571428574,16.38420163260191,14,108,5.458714860587836,5.257127277876032,42,40,img_000026.jpg
32.574074074074076,16.117784418772068,8,83,5.593650805822249,27.067663817663817,15.588378952280957,9,90,5.214900738183644,31.096153846153847,18.4120690635627,10,108,5.499298652316786,5.308815454640314,39,36,img_000027.jpg
76.57221657715198,68.23059354088623,0,255,6.746421721730899,58.179561619973875,52.523627434285046,9,255,6.340171431316903,53.929307591813036,49.53660804665936,0,253,6.368002747535305,6.446773238254672,83,83,img_000028.jpg
11.725127551020408,4.044595945367319,5,22,3.6914555453219435,9.505420918367347,4.301010939702429,5,21,3.3085182090499816,12.330676020408163,5.21850639376555,7,28,3.590511863578061,3.443958406616529,56,56,img_000029.jpg
54.6127017791917,36.005278848447,12,241,6.573753603306608,49.71497584541063,36.86039877787683,12,219,6.345003442687226,48.33274419700719,41.38435762475512,13,243,6.223419962097519,6.439164127112014,123,69,img_000030.jpg
100.12365368682684,39.19740360810399,24,255,7.168039238063655,88.95981772990886,35.82952422602595,28,255,6.960001777080407,81.60666942833471,36.4711927531538,25,255,6.952021670539912,6.930767190677111,68,71,img_000031.jpg
195.05145278450362,58.45795154103228,58,255,5.299335441807639,173.3574455205811,55.54645127862777,70,255,6.273504503921224,182.59140435835351,57.149480083502965,36,255,6.430455638500896,6.253762360446865,56,59,img_000032.jpg
23.38198757763975,7.298798040600088,3,46,4.535488920237087,21.751552795031056,8.667803676260444,9,50,4.611796268568495,26.18944099378882,10.934509179284632,10,61,4.9741662202700665,4.503614368353235,46,49,img_000033.jpg
72.7764705882353,70.28922765828456,6,255,6.201648785741136,57.4343137254902,56.49760188403287,15,255,6.09059245594247,53.31078431372549,56.57601585453935,6,255,5.967829953219458,6.156439278217128,30,34,img_000034.jpg
76.72004437869822,68.56785466162289,17,255,6.443564283952872,70.15902366863905,64.00132793735612,18,255,6.408213607151047,76.33210059171597,61.20770419148433,17,255,6.647079464119051,6.385754751296922,52,52,img_000035.jpg
117.8925404277517,51.373507557216804,17,255,7.420727328214998,93.47817770822466,56.711392658442286,26,255,7.1330511649707224,93.36776212832551,62.28600462065851,27,255,7.199145393507381,7.164971933270817,81,71,img_000036.jpg
